,darija,eng
8451,9tare7,suggest
8452,Twwer,develop
8453,Towwer,develop
8454,gles,sit
8455,glas,sit
8456,gls,sit
8457,gadd,create
8458,Sawb,create
8459,ttaf9,agree
8460,ttafe9,agree
8461,Tbbe9,apply
8462,Tbba9,apply
8463,kowwen,form
8464,kowwn,form
8465,kwwn,form
8466,kwwen,form
8467,zad,increase
8468,3bber,voice
8469,Dyye3,spend
8470,lta79,join
8471,n99eS,reduce
8472,n99es,reduce
8473,n99s,reduce
8474,n99S,reduce
8475,n99as,reduce
8476,n9ed,save
8477,n9d,save
8478,n9ad,save
8479,tTelleb,require
8480,tTallab,require
8481,tTellab,require
8482,TTelleb,require
8483,799e9,achieve
8484,h99e9,achieve
8485,hqqeq,achieve
8486,7bes,prevent
8487,t3amel,deal
8488,t3aml,deal
8489,t3aamel,deal
8490,twaj8,face
8491,twajh,face
8492,twajeh,face
8493,twaje8,face
8494,ghTTa,cover
8495,gheTTa,cover
8496,Twwer,improve
8497,Towwer,improve
8498,maal,tend
8499,mal,tend
8500,rsem,draw
8501,rsam,draw
8502,t7errek,act
8503,3zel,pick
8504,3zl,pick
8505,khtar,pick
8506,5tar,pick
8507,khtaar,pick
8508,kllef,cost
8509,swa,cost
8510,br8en,prove
8511,ber8en,prove
8512,w9e3,occur
8513,w93,occur
8514,w9a3,occur
8515,tna9ch,discuss
8516,tna9ech,discuss
8517,gabl,maintain
8518,gabel,maintain
8519,gaabel,maintain
8520,gaabl,maintain
8521,sala,end
8522,kmmel,end
8523,kemmel,end
8524,kammel,end
8525,kammal,end
8526,kayn,exist
8527,kayen,exist
8528,9Sed,seek
8529,9lleb,check
8530,9elleb,check
8531,nfe3,serve
8532,9sem,share
8533,partaja,share
8534,nche2,establish
8535,nch2,establish
8536,2esses,establish
8537,2assas,establish
8538,asses,establish
8539,t7kkem,control
8540,t7kkm,control
8541,t7ekkem,control
8542,t7akkem,control
8543,jawb,answer
8544,jaweb,answer
8545,7edded,identify
8546,7added,identify
8547,7dded,identify
8548,3tana,care
8549,mkken,enable
8550,mekken,enable
8551,makken,enable
8552,Taalb,claim
8553,Taaleb,claim
8554,kseb,obtain
8555,ksb,obtain
8556,mttel,represent
8557,mettel,represent
8558,tDemmen,contain
8559,ghleb,beat
8560,tchTen,worry
8561,techTen,worry
8562,tchTan,worry
8563,t7mmel,bear
8564,t7emmel,bear
8565,sedd,shut
8566,sdd,shut
8567,tsa2el,wonder
8568,tsa2l,wonder
8569,naaseb,fit
8570,naasb,fit
8571,t3elle9,regard
8572,t3ll9,regard
8573,7eTT,place
8574,7TT,place
8575,chmel,involve
8576,ttaSel,contact
8577,ttaSl,contact
8578,ftarD,assume
8579,ftareD,assume
8580,achaar,indicate
8581,khdem,operate
8582,khdm,operate
8583,tSerref,manage
8584,t2e9lem,cope
8585,t2a9lam,cope
8586,t29lm,cope
8587,7edded,determine
8588,7dded,determine
8589,3kes,reflect
8590,achaar,refer
8591,rbe7,gain
8592,rb7,gain
8593,f7eS,examine
8594,fDDel,prefer
8595,3tarf,admit
8596,3taref,admit
8597,redd,respond
8598,rdd,respond
8599,jawb,respond
8600,jaweb,respond
8601,3tamd,depend
8602,3tamed,depend
8603,nja,survive
8604,la7D,notice
8605,laa7D,notice
8606,ntej,result
8607,ntj,result
8608,bddel,replace
8609,kemmel,complete
8610,kmmel,complete
8611,rtaf3,rise
8612,rtafe3,rise
8613,9ddem,present
8614,9eddem,present
8615,nche2,arise
8616,achaar,point
8617,rowwej,promote
8618,chejje3,promote
8619,chjje3,promote
8620,2edda,perform
8621,2adda,perform
8622,medded,extend
8623,madded,extend
8624,mdded,extend
8625,achaar,mention
8626,khtalef,vary
8627,khtalf,vary
8628,5talf,vary
8629,fad,benefit
8630,faad,benefit
8631,3aalj,treat
8632,3aalej,treat
8633,3elle9,hang
8634,3lle9,hang
8635,3ll9,hang
8636,Tyye7,drop
8637,bellegh,report
8638,bllegh,report
8639,ballagh,report
8640,Sbb,cast
8641,Sebb,cast
8642,khtaber,test
8643,khtabr,test
8644,2emmen,secure
8645,2mmen,secure
8646,Towwel,last
8647,Towwl,last
8648,waaf9,match
8649,9dder,assess
8650,9edder,assess
8651,saa8em,contribute
8652,sa8em,contribute
8653,saa8m,contribute
8654,saahem,contribute
8655,sahem,contribute
8656,medd,supply
8657,3len,state
8658,9dder,appreciate
8659,9edder,appreciate
8660,rtabeT,relate
8661,rtabT,relate
8662,tghelleb,overcome
8663,tkhelleS,rid
8664,7awel,attempt
8665,7aawel,attempt
8666,7awl,attempt
8667,7tafD,retain
8668,tkellef,handle
8669,jdeb,attract
8670,saa3d,assist
8671,sa3d,assist
8672,3awen,assist
8673,3aawen,assist
8674,3awn,assist
8675,2etter,influence
8676,2tter,influence
8677,7edded,mark
8678,fkker,recall
8679,sina,sign
8680,khaf,fear
8681,lSe9,stick
8682,lse9,stick
8683,swwa,settle
8684,rigl,settle
8685,9aaren,compare
8686,9aren,compare
8687,7seb,account
8688,7sb,account
8689,7e99e9,investigate
8690,n99a,clear
8691,sjjel,record
8692,sejjel,record
8693,chjjel,record
8694,chjjl,record
8695,ktachf,explore
8696,ktachef,explore
8697,laam,blame
8698,lam,blame
8699,3ber,cross
8700,3a9,realize
8701,rkkez,focus
8702,rekkez,focus
8703,wSSel,deliver
8704,wSSl,deliver
8705,chre3,proceed
8706,z3ej,bother
8707,brzeT,bother
8708,berzeT,bother
8709,rfeD,refuse
8710,rfaD,refuse
8711,freD,force
8712,fraD,force
8713,3ta9ed,reckon
8714,3ta9d,reckon
8715,ban,emerge
8716,3zem,intend
8717,nSe7,advise
8718,nS7,advise
8719,ktaseb,acquire
8720,ktasb,acquire
8721,strje3,recover
8722,sterje3,recover
8723,nche2,generate
8724,tmiyyez,distinguish
8725,chtabe8,suspect
8726,chtab8,suspect
8727,kseb,earn
8728,ksb,earn
8729,mowwel,finance
8730,8dem,destroy
8731,8dm,destroy
8732,tbe3,pursue
8733,tb3,pursue
8734,3elle9,comment
8735,rDa,satisfy
8736,tnafs,compete
8737,tnaafs,compete
8738,tnafes,compete
8739,9aawem,resist
8740,9aawm,resist
8741,9awm,resist
8742,laa2em,suit
8743,la2em,suit
8744,khaaTeb,address
8745,7ell,solve
8746,bddel,alter
8747,freD,impose
8748,frD,impose
8749,3reD,display
8750,naachd,appeal
8751,Tle9,release
8752,frez,sort
8753,rtteb,sort
8754,retteb,sort
8755,khtar,select
8756,3ber,measure
8757,wSSa,recommend
8758,weSSa,recommend
8759,Tleb,order
8760,2amer,order
8761,n9el,transfer
8762,8jem,attack
8763,hjem,attack
8764,twesse3,expand
8765,ttosse3,expand
8766,tkerkeb,roll
8767,tkrkb,roll
8768,nfajer,burst
8769,nfajr,burst
8770,t3e88ed,undertake
8771,tsara7,relax
8772,tSerref,behave
8773,dkker,remind
8774,fekker,remind
8775,fkker,remind
8776,raaj3,review
8777,n8ej,approach
8778,rejje3,restore
8779,rjje3,restore
8780,Sder,issue
8781,Sag,ride
8782,chkkel,constitute
8783,chekkel,constitute
8784,gleb,switch
8785,derreb,train
8786,drreb,train
8787,stetmer,invest
8788,khTa,step
8789,7edd,limit
8790,weDDe7,illustrate
8791,mlek,own
8792,3aalj,tackle
8793,3alj,tackle
8794,3alej,tackle
8795,t7edda,challenge
8796,chaf,view
8797,mlek,possess
8798,7aawer,communicate
8799,7awr,communicate
8800,7awer,communicate
8801,tselle9,climb
8802,tsll9,climb
8803,fSel,separate
8804,7aafD,preserve
8805,nffed,implement
8806,neffed,implement
8807,7wwel,shift
8808,7owwel,shift
8809,a9arr,acknowledge
8810,stentej,conclude
8811,stntj,conclude
8812,tira,shoot
8813,mtatel,comply
8814,mtatl,comply
8815,7essen,enhance
8816,ra9b,monitor
8817,raa9b,monitor
8818,gabl,monitor
8819,gaabl,monitor
8820,gabel,monitor
8821,gaabel,monitor
8822,chra,purchase
8823,charja,charge
8824,b7et,research
8825,bgha,aim
8826,stow3eb,accommodate
8827,sto3eb,accommodate
8828,sto3b,accommodate
8829,chTe7,dance
8830,chT7,dance
8831,fa9,wake
8832,Slla,pray
8833,Sella,pray
8834,dowwer,telephone
8835,marka,score
8836,zle9,slip
8837,zl9,slip
8838,rtakb,commit
8839,rtakeb,commit
8840,kchef,detect
8841,steb3ed,exclude
8842,stb3ed,exclude
8843,steb3ad,exclude
8844,3der,excuse
8845,fsser,interpret
8846,ncher,publish
8847,laa9a,link
8848,la9a,link
8849,tfawD,negotiate
8850,7ellel,analyze
8851,smma,name
8852,semma,name
8853,mtedd,stretch
8854,t9elle9,upset
8855,t9lle9,upset
8856,t9alle9,upset
8857,2e88el,qualify
8858,khsser,damage
8859,khesser,damage
8860,5esser,damage
8861,Tle9,launch
8862,bda,launch
8863,Sbegh,paint
8864,Sbgh,paint
8865,Sbagh,paint
8866,7edded,specify
8867,mne7,grant
8868,sellef,lend
8869,bna,construct
8870,tfa3l,react
8871,tfaa3l,react
8872,tfa3el,react
8873,sta7e99,deserve
8874,sta799,deserve
8875,sta8el,deserve
8876,stahel,deserve
8877,stahal,deserve
8878,sta8al,deserve
8879,tre22es,head
8880,tr22s,head
8881,tre22s,head
8882,tr22es,head
8883,wjje8,direct
8884,8beT,land
8885,9aad,conduct
8886,tkebbed,sustain
8887,sifT,submit
8888,tkowwen,consist
8889,3Sef,blow
8890,rched,guide
8891,9ne3,convince
8892,maars,practice
8893,mares,practice
8894,maares,practice
8895,9wwa,strengthen
8896,do99,knock
8897,d99,knock
8898,3reD,invite
8899,tkhella,abandon
8900,tkhlla,abandon
8901,jaweb,reply
8902,7errek,shake
8903,7rrek,shake
8904,7rrk,shake
8905,Sle7,fix
8906,tDaa8er,pretend
8907,chawer,consult
8908,9sem,divide
8909,nkhareT,engage
8910,nkharT,engage
8911,7e99e9,fulfill
8912,7kem,rule
8913,3aalj,process
8914,3alj,process
8915,3aalej,process
8916,jab,fetch
8917,n9el,convey
8918,dfe3,thrust
8919,jessed,incorporate
8920,jssd,incorporate
8921,jssed,incorporate
8922,7Ser,restrict
8923,steb3ed,eliminate
8924,stb3ed,eliminate
8925,zowwel,eliminate
8926,zwwel,eliminate
8927,lgha,eliminate
8928,7owwel,convert
8929,7wwel,convert
8930,t9a3d,retire
8931,t9a3ed,retire
8932,DbeT,adjust
8933,3ddel,adjust
8934,s88el,ease
8935,kobb,pour
8936,Sebb,pour
8937,nsej,knit
8938,d3em,back
8939,Trassa,trace
8940,sejjel,register
8941,sjjel,register
8942,7seb,calculate
8943,7sb,calculate
8944,hseb,calculate
8945,hsb,calculate
8946,7ffez,stimulate
8947,7affez,stimulate
8948,7effez,stimulate
8949,Tbe3,print
8950,imprima,print
8951,twetter,stress
8952,totter,stress
8953,twatter,stress
8954,3yyen,appoint
8955,3iyyen,appoint
8956,tdkhkhel,interfere
8957,tdekhel,interfere
8958,tdkhl,interfere
8959,tdekhkhel,interfere
8960,tde55el,interfere
8961,td55l,interfere
8962,3tarD,object
8963,3tareD,object
8964,9wwa,boost
8965,9owwa,boost
8966,dfe3,boost
8967,ysser,facilitate
8968,yesser,facilitate
8969,s88el,facilitate
8970,se88el,facilitate
8971,sehhel,facilitate
8972,7taj,lack
8973,7bes,cease
8974,nffed,enforce
8975,neffed,enforce
8976,t2e9lem,adapt
8977,t2a9lam,adapt
8978,t29lm,adapt
8979,t2e9lm,adapt
8980,3god,tie
8981,3gd,tie
8982,3ged,tie
8983,3gued,tie
8984,9tabs,quote
8985,syTer,dominate
8986,siyTer,dominate
8987,syTr,dominate
8988,frg3,pop
8989,ferge3,pop
8990,3jeb,please
8991,Semmem,design
8992,Sammem,design
8993,Smmem,design
8994,tdkhkhel,intervene
8995,tdekhel,intervene
8996,tdkhl,intervene
8997,tdekhkhel,intervene
8998,tde55el,intervene
8999,td55l,intervene
9000,Tlle3,yield
9001,Tll3,yield
9002,Telle3,yield
9003,sta9al,resign
9004,sta9aal,resign
9005,t8ejja,spell
9006,7errek,stir
9007,7rrk,stir
9008,7rrek,stir
9009,khSSeS,spare
9010,kheSSeS,spare
9011,9dder,estimate
9012,9edder,estimate
9013,Dreb,kick
9014,Drb,kick
9015,rkel,kick
9016,rkl,kick
9017,3dded,list
9018,3edded,list
9019,lbes,dress
9020,lbs,dress
9021,3len,declare
9022,3ln,declare
9023,diklara,declare
9024,2ekked,assure
9025,2kked,assure
9026,akked,assure
9027,stamdd,derive
9028,dkhel,access
9029,2ejjel,delay
9030,2jjel,delay
9031,ajjel,delay
9032,wDDe7,clarify
9033,weDDe7,clarify
9034,wDD7,clarify
9035,n9el,copy
9036,n9l,copy
9037,n9ol,copy
9038,nsekh,copy
9039,nskh,copy
9040,nse5,copy
9041,fDDel,favor
9042,fDDl,favor
9043,medd,hand
9044,mdd,hand
9045,9beT,capture
9046,9bT,capture
9047,9baT,capture
9048,3zzez,reinforce
9049,7owwel,transform
9050,7wwl,transform
9051,7wwel,transform
9052,fhem,perceive
9053,f8em,perceive
9054,khdem,function
9055,ghaader,quit
9056,ghadr,quit
9057,ghader,quit
9058,raaf9,accompany
9059,raafe9,accompany
9060,raf9,accompany
9061,mowwel,fund
9062,mmwel,fund
9063,mwwl,fund
9064,jme3,pack
9065,S77e7,correct
9066,Se77e7,correct
9067,ab7ar,sail
9068,3owweD,compensate
9069,sre9,steal
9070,sr9,steal
9071,sra9,steal
9072,chfer,steal
9073,chfr,steal
9074,chfar,steal
9075,9owweD,undermine
9076,mtedd,range
9077,3aareD,oppose
9078,3arD,oppose
9079,3aarD,oppose
9080,7edded,locate
9081,zreb,hurry
9082,zrb,hurry
9083,zrab,hurry
9084,ncher,broadcast
9085,nchr,broadcast
9086,9aaDaa,sue
9087,miza,bid
9088,Dowwa,light
9089,Dwwa,light
9090,tbaT2,slow
9091,tbaaTe2,slow
9092,tbaaT2,slow
9093,8emm,concern
9094,rfeD,dismiss
9095,rkkez,highlight
9096,Sle7,repair
9097,Taabe9,conform
9098,Taab9,conform
9099,Tab9,conform
9100,rbeT,attach
9101,zrreb,rush
9102,zrrb,rush
9103,ghre9,sink
9104,ntaz3,grab
9105,kalma,calm
9106,7tejj,protest
9107,7tjj,protest
9108,waazen,balance
9109,wazn,balance
9110,waazn,balance
9111,Tleb,beg
9112,tbbet,install
9113,tebbet,install
9114,Towwer,advance
9115,Tred,fire
9116,3awn,aid
9117,3aawn,aid
9118,3aawen,aid
9119,3awen,aid
9120,tdffe9,flow
9121,jerr,drag
9122,jrr,drag
9123,tTaab9,correspond
9124,tTab9,correspond
9125,chkkel,pose
9126,tt3jeb,admire
9127,khffef,relieve
9128,3kes,reverse
9129,ddabz,combat
9130,ndamj,integrate
9131,ndamej,integrate
9132,mattaf9ch,disagree
9133,ttaSel,connect
9134,7iyyen,update
9135,ghiyyer,modify
9136,khtar,opt
9137,amer,command
9138,2amer,command
9139,mtatel,obey
9140,mtatl,obey
9141,stkhrej,extract
9142,stekhrej,extract
9143,stakhrej,extract
9144,stakhraj,extract
9145,3aarD,counter
9146,ste2nef,resume
9147,st2nf,resume
9148,sta2nef,resume
9149,chedd,grasp
9150,stow3eb,grasp
9151,stou3eb,grasp
9152,sto3eb,grasp
9153,stou3b,grasp
9154,stow3b,grasp
9155,tze3lel,swing
9156,tz3lel,swing
9157,sllem,render
9158,sellem,render
9159,zreb,speed
9160,waaj8,confront
9161,wajh,confront
9162,waajh,confront
9163,waj8,confront
9164,mne3,ban
9165,mse7,wipe
9166,Doubl,double
9167,Dobl,double
9168,Double,double
9169,chtamel,comprise
9170,chtaml,comprise
9171,ch8ed,witness
9172,ghres,plant
9173,jzem,assert
9174,kchef,disclose
9175,3Ser,squeeze
9176,3Sr,squeeze
9177,bjegh,squeeze
9178,bjgh,squeeze
9179,bjagh,squeeze
9180,rbeT,bind
9181,Derr,harm
9182,2aada,harm
9183,aada,harm
9184,ada,harm
9185,tla9a,encounter
9186,Tleb,request
9187,3aana,struggle
9188,khddem,hire
9189,khbba,conceal
9190,khebba,conceal
9191,khddem,recruit
9192,t3awen,co-operate
9193,t3awn,co-operate
9194,sre7,wander
9195,chdded,emphasize
9196,chedded,emphasize
9197,3ber,weigh
9198,wzen,weigh
9199,tzaamn,coincide
9200,tzamn,coincide
9201,tzamen,coincide
9202,tzaamen,coincide
9203,7na,bend
9204,tna,bend
9205,nDDem,regulate
9206,n9ed,rescue
9207,rffe8,entertain
9208,twe99e3,forecast
9209,f7eS,inspect
9210,Sdder,export
9211,le77,urge
9212,stentej,induce
9213,sedd,lock
9214,3reD,exhibit
9215,skhkhen,warm
9216,skhen,warm
9217,s55en,warm
9218,dffa,warm
9219,deffa,warm
9220,3tarf,confess
9221,sme7,tolerate
9222,Tmmer,tolerate
9223,tselle9,mount
9224,mse7,brush
9225,ntej,reproduce
9226,khDe3,undergo
9227,b8er,impress
9228,nkhafD,decline
9229,frek,rub
9230,wkkel,cater
9231,dar,tour
9232,wzze3,distribute
9233,7ess,sense
9234,khlleS,repay
9235,rjje3,regain
9236,sta3aad,regain
9237,9ellel,minimize
9238,w99ef,halt
9239,chkkel,shape
9240,z3ej,disturb
9241,3eDD,bite
9242,3aDD,bite
9243,3DD,bite
9244,t9ddem,progress
9245,kerres,devote
9246,karres,devote
9247,krrs,devote
9248,stafzz,provoke
9249,stafezz,provoke
9250,Tem2en,reassure
9251,t2emmel,contemplate
9252,7dder,alert
9253,tfa3el,interact
9254,tfa3l,interact
9255,skhkhen,heat
9256,skhen,heat
9257,btaker,devise
9258,7kem,govern
9259,3aan9,embrace
9260,3an9,embrace
9261,3zza,comfort
9262,7jez,seize
9263,dowweb,melt
9264,zad,supplement
9265,ttekka,lean
9266,Tbbe9,exert
9267,7tars,beware
9268,7tares,beware
9269,tchab8,resemble
9270,tchaab8,resemble
9271,tchabh,resemble
9272,tchabeh,resemble
9273,tchabe8,resemble
9274,mne3,abolish
9275,tjowwej,wed
9276,tjwwj,wed
9277,tjowej,wed
9278,tzowej,wed
9279,tzwwj,wed
9280,8rres,crack
9281,9me3,suppress
9282,gabl,guard
9283,faje2,surprise
9284,faaj2,surprise
9285,faj2,surprise
9286,faaje2,surprise
9287,tredded,hesitate
9288,ch7en,load
9289,sreT,swallow
9290,bda,initiate
9291,Tfaa,float
9292,2etter,effect
9293,t7ekkem,manipulate
9294,rde3,deter
9295,rtabeT,associate
9296,adaar,administer
9297,9tel,murder
9298,taabr,persist
9299,7eyya,greet
9300,dmme3,tear
9301,Taared,hunt
9302,fsed,spoil
9303,sTTer,line
9304,baark,bless
9305,khtar9,penetrate
9306,Daa3ef,multiply
9307,dmej,merge
9308,derreb,coach
9309,jeff,drain
9310,jffef,drain
9311,stenzef,drain
9312,stnzef,drain
9313,kfa,suffice
9314,ftarD,presume
9315,Syyed,fish
9316,t9dda,shop
9317,tsab9,race
9318,chrref,honor
9319,jemmed,freeze
9320,daawa,cure
9321,3alj,cure
9322,tbadel,swap
9323,t7emmel,endure
9324,Taard,chase
9325,ste8lek,consume
9326,khcha,insert
9327,tsenna,await
9328,njarf,drift
9329,bddel,substitute
9330,steslem,surrender
9331,ziyyer,wind
9332,9elleS,contract
9333,miyyez,differentiate
9334,3len,advertise
9335,Saal7,reconcile
9336,tSowwer,project
9337,nsse9,co-ordinate
9338,frg3,snap
9339,l3en,damn
9340,Teyyeb,bake
9341,Twa,fold
9342,tnazl,concede
9343,jdded,renew
9344,Saagh,formulate
9345,khelleT,confuse
9346,7edd,maximize
9347,mse7,sweep
9348,wjjeh,steer
9349,rkkez,base
9350,tsa8el,indulge
9351,khffeD,decrease
9352,7jez,reserve
9353,rezerva,reserve
9354,st9bel,host
9355,tTowwer,evolve
9356,r3a,foster
9357,3ggez,discourage
9358,Towwe9,curb
9359,khSSeS,allocate
9360,chref,supervise
9361,tlacha,fade
9362,d3em,endorse
9363,adaan,condemn
9364,7jez,book
9365,Sle7,reform
9366,kmmel,complement
9367,3a9b,punish
9368,frg3,bang
9369,st3reD,outline
9370,9ellel,diminish
9371,saad,prevail
9372,n99ez,leap
9373,lwa,wrap
9374,tfa8em,compromise
9375,n8aar,collapse
9376,raab,collapse
9377,7ma,safeguard
9378,mne3,inhibit
9379,ghowwet,scream
9380,twa3d,date
9381,mse7,delete
9382,799e9,attain
9383,kre8,dislike
9384,tSowwer,conceive
9385,mla,dictate
9386,w77ed,unite
9387,stowred,import
9388,bna,rebuild
9389,zda8er,flourish
9390,nta9ed,criticize
9391,Tiyyeb,boil
9392,ghla,boil
9393,8reb,flee
9394,bda,commence
9395,mde7,praise
9396,blaSa,park
9397,miyyez,discriminate
9398,tbe3,track
9399,Towwe9,enclose
9400,9aabel,interview
9401,chedded,tighten
9402,lowwen,color
9403,ghaamer,venture
9404,khemmen,speculate
9405,9edder,speculate
9406,ghader,depart
9407,9aaTe3,interrupt
9408,mowwe8,disguise
9409,ntakheb,elect
9410,t7emmel,withstand
9411,kbe7,restrain
9412,nma,thrive
9413,3awed,echo
9414,n7arf,divert
9415,9la,fry
9416,dab,dissolve
9417,3ddel,edit
9418,jmme3,assemble
9419,khrreb,ruin
9420,srre3,accelerate
9421,tSower,envisage
9422,8enne2,congratulate
9423,staredd,retrieve
9424,8beT,descend
9425,wggef,suspend
9426,jerreb,experiment
9427,jrreb,experiment
9428,jrrb,experiment
9429,jerrab,experiment
9430,khle3,frighten
9431,9oulb,fool
9432,al8am,inspire
9433,chaafa,heal
9434,DbeT,master
9435,kemmel,terminate
9436,3ddel,amend
9437,khdech,scratch
9438,stelzem,entail
9439,nffed,execute
9440,3dem,execute
9441,wTTed,consolidate
9442,dowwer,round
9443,3zel,isolate
9444,berrer,warrant
9445,D33ef,weaken
9446,tmechcha,march
9447,bgha,desire
9448,wsse3,widen
9449,drdech,chat
9450,rkeb,board
9451,khtar3,invent
9452,Sne3,manufacture
9453,sedd,seal
9454,raaj3,reconsider
9455,mSS,suck
9456,Sowwer,picture
9457,STadem,crash
9458,frchekh,crash
9459,n9el,transport
9460,bloka,plug
9461,3iyyen,assign
9462,stfser,inquire
9463,Syyed,trap
9464,dowwer,surround
9465,tna9ch,debate
9466,Towwer,upgrade
9467,zyyen,decorate
9468,jme3,accumulate
9469,staghell,profit
9470,wret,inherit
9471,khrbe9,disrupt
9472,khne9,choke
9473,daaf3,plead
9474,ghmmes,dip
9475,chtark,subscribe
9476,3llem,educate
9477,Tlle9,divorce
9478,ghzel,spin
9479,chowwech,obscure
9480,tsellel,creep
9481,7rref,twist
9482,mzej,blend
9483,raaj3,revise
9484,nseb,attribute
9485,nfajer,explode
9486,sken,dwell
9487,khffef,alleviate
9488,3alj,remedy
9489,rched,instruct
9490,tserreb,spill
9491,f8em,comprehend
9492,rTTeb,soften
9493,chiyyer,wave
9494,sToka,stock
9495,stoka,stock
9496,wDe3,position
9497,2emmen,insure
9498,nkharT,adhere
9499,tchbbet,cling
9500,sted3a,summon
9501,wgf,pause
9502,w9ef,pause
9503,khwa,empty
9504,rtteb,classify
9505,t7emmel,afford
9506,tsme3,sound
9507,n99eT,grade
9508,rje3,revert
9509,9iyyem,value
9510,jaaza,award
9511,kaf7,strive
9512,bllegh,notify
9513,Tfa,turn off
9514,ryye7,sit down
9515,riye7,sit down
9516,ryy7,sit down
9517,ghech,cheat
9518,ghechch,cheat
9519,ghch,cheat
9520,ghach,cheat
9521,9chcher,peel
9522,9cher,peel
9523,qcher,peel
9524,qchcher,peel
9525,9chchar,peel
9526,t3nfij,inconvenience
9527,t3anfij,inconvenience
9528,t3enfij,inconvenience
9529,trbziT,bother
9530,tberziT,bother
9531,tbarziT,bother
9532,ttbrziT,bother
9533,twichia,thing
9534,l3iba,thing
9535,l3ayba,thing
9536,l3aiba,thing
9537,l3amala,friend
9538,tbl7is,flattery
9539,tbel7is,flattery
9540,tbal7is,flattery
9541,tbal7iss,flattery
9542,Tnz,mockery
9543,Tanz,mockery
9544,Tenz,mockery
9545,z3fan,angry
9546,za3fan,angry
9547,ze3fan,angry
9548,ka3i,angry
9549,l8imri,hunger
9550,lhimri,hunger
9551,m9rach,tea kettle
9552,m9raj,tea kettle
9553,mo9rach,tea kettle
9554,mo9raj,tea kettle
9555,3zzi,black
9556,3azzi,black
9557,3ezzi,black
9558,b7alma8okdaya,like this
9559,b7almahokdaya,like this
9560,kifmab7almahokdaya,like this
9561,kifmab7alma8okdaya,like this
9562,Tbbouzi,fat
9563,Tbozi,fat
9564,Tabozi,fat
9565,Tebbozi,fat
9566,tkhrbi9,nonsense
9567,tkharbi9,nonsense
9568,tkherbi9,nonsense
9569,tkharbiq,nonsense
9570,3zwa,man
9571,3zawi,man
9572,kbchlaba9ich,fill my cup
9573,kobchlaba9ich,fill my cup
9574,kobbchlabaqich,fill my cup
9575,kobbchlaba9ich,fill my cup
9576,law3lm,i do not know
9577,llaw3lm,i do not know
9578,laho3lm,i do not know
9579,lahoa3lam,i do not know
9580,lay3miha lik,i warn you
9581,brbbi,i swear
9582,brebbi,i swear
9583,brabbi,i swear
9584,awdi,whatever
9585,awddi,whatever
9586,awdi,anyway
9587,awddi,anyway
9588,kimma kan l7al,anyway
9589,kimmakan l7al,anyway
9590,kima kan l7al,anyway
9591,kimakan l7al,anyway
9592,bz9oul,child
9593,bz9ol,child
9594,bez9ol,child
9595,baz9ol,child
9596,chwikkik,a bit
9597,chwia,a bit
9598,T8lla,bye
9599,Thalla,bye
9600,T8alla,bye
9601,T8ella,bye
9602,3rram,many
9603,3erram,many
9604,3arram,many
9605,ewa,well
9606,fchkl,special
9607,fchkel,special
9608,fchkal,special
9609,fchkeel,special
